yyyy,mm,tmax,tmin,af,rain,sun,airport
1898,9,22.2,10,0,10.5,NA,oxford
1898,10,14.6,8.4,0,125.6,NA,oxford
1898,11,10.4,4.7,3,50.9,NA,oxford
1898,12,10.1,5.1,4,65.2,NA,oxford
1899,1,8.5,2.9,5,75.3,NA,oxford
1899,2,9.5,2.1,10,51.2,NA,oxford
1899,3,10.6,0.4,16,7.4,NA,oxford
1899,4,12.2,5.1,2,48.8,NA,oxford
1899,5,15.4,6.2,0,38,NA,oxford
1899,6,22,10.3,0,20.3,NA,oxford
1899,7,23.8,13.3,0,42.9,NA,oxford
1899,8,24.9,12.3,0,47.6,NA,oxford
1899,9,18.6,10.3,0,58.2,NA,oxford
1899,10,14.1,4.7,2,70.1,NA,oxford
1899,11,11.3,5.4,3,66.6,NA,oxford
1899,12,5,-0.2,14,33.2,NA,oxford
1900,1,7.2,2.1,5,58.5,NA,oxford
1900,2,6,0.7,14,107,NA,oxford
1900,3,7.2,0.9,8,12.9,NA,oxford
1900,4,13.8,3.8,3,22.8,NA,oxford
1900,5,15.2,6.3,0,34,NA,oxford
1900,6,19.5,10.6,0,69.4,NA,oxford
1900,7,24.3,13.4,0,22.4,NA,oxford
1900,8,20.4,11.5,0,79.8,NA,oxford
1900,9,19.6,9.2,0,10.4,NA,oxford
1900,10,14.2,6.7,0,59.1,NA,oxford
1900,11,10.3,5.4,2,42.2,NA,oxford
1900,12,10.2,5,2,81.9,NA,oxford
1901,1,6,1,15,26.9,NA,oxford
1901,2,4.9,0.1,13,32.8,NA,oxford
1901,3,7.6,1.2,8,36.1,NA,oxford
1901,4,14,4.3,1,53.2,NA,oxford
1901,5,17.4,6.2,1,31.8,NA,oxford
1901,6,19.8,9.4,0,38.6,NA,oxford
1901,7,23.8,13.2,0,118.1,NA,oxford
1901,8,21.4,11.5,0,54.3,NA,oxford
1901,9,18.5,10,0,47,NA,oxford
1901,10,14.1,6.2,3,30.5,NA,oxford
1901,11,8.1,1.7,11,13.4,NA,oxford
1901,12,6.4,0.9,12,83.5,NA,oxford
1902,1,7.8,2.6,10,17.1,NA,oxford
1902,2,4.7,-0.5,18,26.9,NA,oxford
1902,3,11,3.8,4,30.8,NA,oxford
1902,4,12.7,3.5,4,30.6,NA,oxford
1902,5,13.8,5.4,1,38.6,NA,oxford
1902,6,18.5,9.8,0,50.1,NA,oxford
1902,7,20.5,11,0,15.7,NA,oxford
1902,8,19.6,11.1,0,56,NA,oxford
1902,9,18,8.5,0,27.9,NA,oxford
1902,10,13,6.8,0,39,NA,oxford
1902,11,9.6,4.5,4,56.8,NA,oxford
1902,12,7,2.5,7,33.9,NA,oxford
1903,1,6.9,2.4,8,65.4,NA,oxford
1903,2,10.5,4.5,1,19.8,NA,oxford
1903,3,11.1,4.3,0,77.1,NA,oxford
1903,4,11,2.6,9,58.5,NA,oxford
1903,5,16.2,7.2,0,111,NA,oxford
1903,6,17.5,8.9,0,141.8,NA,oxford
1903,7,20.7,11.9,0,88.2,NA,oxford
1903,8,18.8,10.9,0,84.7,NA,oxford
1903,9,17.8,9.7,0,39.3,NA,oxford
1903,10,14,8.5,0,163.3,NA,oxford
1903,11,9.6,3.9,4,38.2,NA,oxford
1903,12,5.7,1.6,10,26.5,NA,oxford
1904,1,6.8,1.4,10,79.1,NA,oxford
1904,2,6.4,1.5,8,76,NA,oxford
1904,3,8.3,1.6,7,26.4,NA,oxford
1904,4,13.8,5.4,0,20.4,NA,oxford
1904,5,15.6,7.4,0,81.7,NA,oxford
1904,6,18.8,9.2,0,26.5,NA,oxford
1904,7,23.2,13,0,85.1,NA,oxford
1904,8,20.6,11,0,38.7,NA,oxford
1904,9,17.3,7.9,0,31.6,NA,oxford
1904,10,13.5,6.3,1,21.8,NA,oxford
1904,11,8.5,2,11,39.5,NA,oxford
1904,12,6.4,1.6,11,46.9,NA,oxford
1905,1,6.3,0.4,15,19.9,NA,oxford
1905,2,8.4,3.2,2,10.2,NA,oxford
1905,3,11.1,3.9,2,75.7,NA,oxford
1905,4,11.5,4.5,1,49,NA,oxford
1905,5,16.7,6.1,1,19.5,NA,oxford
1905,6,19.5,10.9,0,105.1,NA,oxford
1905,7,23.3,13.4,0,4,NA,oxford
1905,8,19.7,11.4,0,80.4,NA,oxford
1905,9,16.8,9.4,0,32.5,NA,oxford
1905,10,11.4,3.8,6,35.4,NA,oxford
1905,11,8.3,2.2,7,75.5,NA,oxford
1905,12,7,2.2,7,25.1,NA,oxford
1906,1,8.4,3.1,3,89.3,NA,oxford
1906,2,6.6,0.7,10,40.4,NA,oxford
1906,3,9.3,2.1,9,32.2,NA,oxford
1906,4,13.8,2.1,9,9,NA,oxford
1906,5,15.5,7.2,0,45,NA,oxford
1906,6,20.2,9.3,0,86.9,NA,oxford
1906,7,22.2,11.6,0,26.7,NA,oxford
1906,8,23.4,12.6,0,25.4,NA,oxford
1906,9,20.4,9.4,0,25,NA,oxford
1906,10,14.9,8.3,0,104.8,NA,oxford
1906,11,10.5,4.7,3,82.4,NA,oxford
1906,12,6.2,0.6,13,48.3,NA,oxford
1907,1,6.3,1.1,10,15.5,NA,oxford
1907,2,6.3,0.3,13,28.6,NA,oxford
1907,3,12.1,1.8,8,21.3,NA,oxford
1907,4,12.6,4.1,1,57.4,NA,oxford
1907,5,15.9,7.3,0,59.6,NA,oxford
1907,6,16.8,9.5,0,75.1,NA,oxford
1907,7,19.2,10.4,0,86,NA,oxford
1907,8,19.3,11,0,34.9,NA,oxford
1907,9,19.7,9,0,18.1,NA,oxford
1907,10,13.7,7,0,135.9,NA,oxford
1907,11,10.2,4.2,2,57.5,NA,oxford
1907,12,7.8,3,3,97.7,NA,oxford
1908,1,5.5,-0.4,18,42.4,NA,oxford
1908,2,8.6,2.7,4,22.2,NA,oxford
1908,3,8.3,1.5,6,67.7,NA,oxford
1908,4,10.4,2.4,10,109.4,NA,oxford
1908,5,17.6,9,0,37.2,NA,oxford
1908,6,20.5,9.8,0,43.1,NA,oxford
1908,7,21.5,12.2,0,54.2,NA,oxford
1908,8,20,10.7,0,77,NA,oxford
1908,9,17,9.4,0,41.9,NA,oxford
1908,10,16.1,8.1,1,29.7,NA,oxford
1908,11,11.1,5,3,28.6,NA,oxford
1908,12,6.5,1.6,5,49.9,NA,oxford
1909,1,6.2,1.1,12,20.9,NA,oxford
1909,2,6.5,-0.6,17,10.6,NA,oxford
1909,3,7.1,1.2,9,63.7,NA,oxford
1909,4,15.1,3.5,5,50.2,NA,oxford
1909,5,17.3,5.4,0,48.1,NA,oxford
1909,6,16.1,8.8,0,101.4,NA,oxford
1909,7,19.6,11.7,0,61.5,NA,oxford
1909,8,21.2,11.7,0,83.7,NA,oxford
1909,9,16.1,9.1,0,79.1,NA,oxford
1909,10,14.1,8.1,2,90.8,NA,oxford
1909,11,8.3,2.3,10,16.1,NA,oxford
1909,12,7.3,1.9,9,78.4,NA,oxford
1910,1,6.7,1.6,9,40.4,NA,oxford
1910,2,8.6,2.8,4,74.8,NA,oxford
1910,3,10.6,1.9,10,15.4,NA,oxford
1910,4,11.8,4.2,3,73,NA,oxford
1910,5,16.5,7.3,1,52.6,NA,oxford
1910,6,19.9,11.3,0,75.7,NA,oxford
1910,7,18.3,11.1,0,51.1,NA,oxford
1910,8,19.5,12,0,48,NA,oxford
1910,9,17.1,9.1,0,11.2,NA,oxford
1910,10,14.2,8.5,0,94.6,NA,oxford
1910,11,6.9,0.4,17,78.6,NA,oxford
1910,12,8.8,4.7,1,125.9,NA,oxford
1911,1,6.3,1.3,9,20.4,NA,oxford
1911,2,8,2.4,6,35.3,NA,oxford
1911,3,8.5,2.7,2,41.7,NA,oxford
1911,4,12.2,4.2,6,29.6,NA,oxford
1911,5,18.6,8.4,0,56,NA,oxford
1911,6,20.1,10.5,0,30.2,NA,oxford
1911,7,26.1,13.1,0,10.8,NA,oxford
1911,8,24.9,14,0,26.1,NA,oxford
1911,9,21.4,9.4,0,36.5,NA,oxford
1911,10,13.4,6.7,1,62.6,NA,oxford
1911,11,9.3,3.6,4,61.9,NA,oxford
1911,12,9.1,4.6,1,126.9,NA,oxford
1912,1,6.8,1.7,9,111.5,NA,oxford
1912,2,8.8,3.7,6,54.2,NA,oxford
1912,3,10.8,5,0,83.3,NA,oxford
1912,4,14.7,3.8,2,0.6,NA,oxford
1912,5,17.5,8.8,0,55.2,NA,oxford
1912,6,18.6,10.2,0,83,NA,oxford
1912,7,21.1,12.5,0,78.7,NA,oxford
1912,8,17.1,10,0,123.6,NA,oxford
1912,9,15.2,7.7,0,29.8,NA,oxford
1912,10,13.3,3.9,7,80.8,NA,oxford
1912,11,9.2,4.1,3,47.2,NA,oxford
1912,12,10.1,5,1,85.9,NA,oxford
1913,1,7.6,3,5,77,NA,oxford
1913,2,7.8,1.9,9,24.9,NA,oxford
1913,3,10.4,3.3,4,68.1,NA,oxford
1913,4,12.2,4.7,1,96.8,NA,oxford
1913,5,17,7.8,0,68.4,NA,oxford
1913,6,19.9,10,0,14.5,NA,oxford
1913,7,19.6,11.4,0,20.1,NA,oxford
1913,8,21,11.1,0,20.4,NA,oxford
1913,9,18.6,10.8,0,47.6,NA,oxford
1913,10,15,8.5,1,120.9,NA,oxford
1913,11,11.9,5.7,2,63.6,NA,oxford
1913,12,7.5,2.8,10,24.2,NA,oxford
1914,1,6,1.2,13,13.9,NA,oxford
1914,2,10.4,3.8,2,51.4,NA,oxford
1914,3,10.1,3.3,6,92,NA,oxford
1914,4,15.9,4.7,0,29.8,NA,oxford
1914,5,16.6,6.4,2,37.1,NA,oxford
1914,6,20.8,10,0,77.4,NA,oxford
1914,7,20.9,12.2,0,77.7,NA,oxford
1914,8,21.8,12.1,0,47.3,NA,oxford
1914,9,19.5,8.3,0,22.2,NA,oxford
1914,10,14.6,7.2,0,74.8,NA,oxford
1914,11,10.2,4,6,74.1,NA,oxford
1914,12,8,2.6,6,147.9,NA,oxford
1915,1,6.5,2.2,6,81.1,NA,oxford
1915,2,7.9,1.9,7,91.7,NA,oxford
1915,3,9.3,1.8,11,33.1,NA,oxford
1915,4,12.9,3.5,1,21,NA,oxford
1915,5,17.1,6.4,0,90.3,NA,oxford
1915,6,20.6,9.5,0,35.1,NA,oxford
1915,7,19.7,11.3,0,114.1,NA,oxford
1915,8,20.8,12.2,0,35.2,NA,oxford
1915,9,18.8,8.6,0,74.3,NA,oxford
1915,10,12.7,6.3,2,53.3,NA,oxford
1915,11,6.9,0.1,15,64.6,NA,oxford
1915,12,9,3.5,6,127.1,NA,oxford
1916,1,10.3,5.1,0,38.1,NA,oxford
1916,2,6.5,1.1,10,97.3,NA,oxford
1916,3,6.5,1.1,9,131.8,NA,oxford
1916,4,13.9,4.3,1,25.2,NA,oxford
1916,5,17.3,7.6,0,51.6,NA,oxford
1916,6,15.9,8.1,0,46.9,NA,oxford
1916,7,20.9,11,0,45.3,NA,oxford
1916,8,21.8,12.6,0,102.9,NA,oxford
1916,9,17.6,9,0,23.3,NA,oxford
1916,10,14.6,8.2,2,93.7,NA,oxford
1916,11,9.4,3.8,4,85.6,NA,oxford
1916,12,4.1,-0.6,18,72.3,NA,oxford
1917,1,3.2,0.1,18,36.5,NA,oxford
1917,2,4.3,-1.4,16,32,NA,oxford
1917,3,6.9,0,15,45.5,NA,oxford
1917,4,10.5,1.8,11,41.5,NA,oxford
1917,5,19.5,8.2,0,42,NA,oxford
1917,6,21.4,10.8,0,56.4,NA,oxford
1917,7,21.1,11.9,0,82.9,NA,oxford
1917,8,19,12.7,0,101.3,NA,oxford
1917,9,18.7,10.8,0,43.1,NA,oxford
1917,10,12.2,4,1,106,NA,oxford
1917,11,10.6,5.3,2,17.3,NA,oxford
1917,12,4.7,-0.7,18,24.5,NA,oxford
1918,1,6.4,1.3,13,69.6,NA,oxford
1918,2,9.2,3.9,5,27.9,NA,oxford
1918,3,10.9,2.1,7,19.8,NA,oxford
1918,4,10.5,3.6,2,81.5,NA,oxford
1918,5,19.1,8,0,47,NA,oxford
1918,6,18.9,8.5,0,33.3,NA,oxford
1918,7,20.8,11.7,0,100.6,NA,oxford
1918,8,21.1,12,0,30.5,NA,oxford
1918,9,16.1,9,0,126.1,NA,oxford
1918,10,12.6,6.4,0,44.3,NA,oxford
1918,11,9.2,2.1,11,49.5,NA,oxford
1918,12,9.9,5,2,59.5,NA,oxford
1919,1,5.2,0.6,12,85.5,NA,oxford
1919,2,4.3,-1,15,55.7,NA,oxford
1919,3,7.5,1,11,97.9,NA,oxford
1919,4,11.8,3.3,7,57.1,NA,oxford
1919,5,19.5,7.8,0,15.6,NA,oxford
1919,6,20.4,9.7,0,17.9,NA,oxford
1919,7,18.7,10.2,0,59.7,NA,oxford
1919,8,22.4,12,0,72.5,NA,oxford
1919,9,18,8.7,1,31.5,NA,oxford
1919,10,12.1,2.3,5,38.2,NA,oxford
1919,11,6.1,1,12,21.8,NA,oxford
1919,12,8.6,3.2,3,112.3,NA,oxford
1920,1,8.6,2.8,6,54.3,NA,oxford
1920,2,9.9,2.7,6,16.1,NA,oxford
1920,3,12,3.8,3,41.8,NA,oxford
1920,4,12,5.9,0,78.5,NA,oxford
1920,5,17.1,7.8,0,42.9,NA,oxford
1920,6,19.6,10.1,0,81.2,NA,oxford
1920,7,18.2,11,0,119,NA,oxford
1920,8,18,9.7,0,28.5,NA,oxford
1920,9,18.1,9.3,0,45,NA,oxford
1920,10,14.5,6.6,1,48.9,NA,oxford
1920,11,9.8,3.4,7,35.1,NA,oxford
1920,12,6.8,2.2,9,58.9,NA,oxford
1921,1,9.9,5.2,2,62.4,NA,oxford
1921,2,8.6,1.4,7,14.3,NA,oxford
1921,3,11.8,4.1,1,23.8,NA,oxford
1921,4,14.2,3.9,3,23.1,NA,oxford
1921,5,17.5,6.9,1,38,NA,oxford
1921,6,21.4,9.5,0,8.7,NA,oxford
1921,7,26.1,13.3,0,7.2,NA,oxford
1921,8,20.9,12.1,0,41.9,NA,oxford
1921,9,20.6,9.3,0,43.6,NA,oxford
1921,10,18.9,8.2,0,32.5,NA,oxford
1921,11,8,1.7,12,42.9,NA,oxford
1921,12,9.4,3.6,5,40.9,NA,oxford
1922,1,7.1,1.3,13,61.2,NA,oxford
1922,2,8.3,1.4,11,58,NA,oxford
1922,3,8.5,1.8,8,48.9,NA,oxford
1922,4,10.4,1.9,7,71.9,NA,oxford
1922,5,19.9,8.1,0,34,NA,oxford
1922,6,19.9,9.3,0,30.3,NA,oxford
1922,7,18.5,10.4,0,90.2,NA,oxford
1922,8,18.1,10.1,0,130.4,NA,oxford
1922,9,16.9,8.8,0,35.4,NA,oxford
1922,10,12.9,4,6,12.7,NA,oxford
1922,11,9,2.3,8,31.2,NA,oxford
1922,12,8.4,3.9,1,66.4,NA,oxford
1923,1,8.4,2.2,4,40.6,NA,oxford
1923,2,8.8,3.7,2,91.3,NA,oxford
1923,3,9.8,3.6,1,66.8,NA,oxford
1923,4,12.2,4.3,2,57.9,NA,oxford
1923,5,14.7,6,1,36.6,NA,oxford
1923,6,17.3,8.8,0,10.8,NA,oxford
1923,7,23.4,13.5,0,37.9,NA,oxford
1923,8,21.4,11.1,0,83.8,NA,oxford
1923,9,18,8.5,0,46.3,NA,oxford
1923,10,13.6,7.1,0,99.7,NA,oxford
1923,11,6.8,0,13,34.6,NA,oxford
1923,12,7.4,1,14,60.4,NA,oxford
1924,1,7.7,3,5,80.1,NA,oxford
1924,2,6.3,0.4,12,6.5,NA,oxford
1924,3,9.6,-0.2,21,23.8,NA,oxford
1924,4,12.5,3.7,5,67.6,NA,oxford
1924,5,16.9,8,0,100.6,NA,oxford
1924,6,19.1,10.4,0,69.3,NA,oxford
1924,7,20.7,10.9,0,92.5,NA,oxford
1924,8,18.8,10.5,0,49.8,NA,oxford
1924,9,17.4,10.5,0,108.4,NA,oxford
1924,10,14.1,7.3,1,99,NA,oxford
1924,11,10.1,4.8,4,47.2,NA,oxford
1924,12,9.1,4.3,1,110.1,NA,oxford
1925,1,8.4,2.3,6,40.9,NA,oxford
1925,2,9,2.5,2,86.4,NA,oxford
1925,3,8.9,1.5,13,11.9,NA,oxford
1925,4,12.2,3.6,1,56.6,NA,oxford
1925,5,16.8,7.8,0,68,NA,oxford
1925,6,21.5,9.9,0,1.7,NA,oxford
1925,7,22.5,12.3,0,98.9,NA,oxford
1925,8,20.1,12,0,59.5,NA,oxford
1925,9,16.3,7.8,0,82,NA,oxford
1925,10,15.2,6.9,2,71.4,NA,oxford
1925,11,7.7,1.4,16,47.6,NA,oxford
1925,12,6,0.4,15,51.5,NA,oxford
1926,1,7.5,1.5,9,101,NA,oxford
1926,2,10.2,4.7,1,54.1,NA,oxford
1926,3,10.6,3.3,2,16.8,NA,oxford
1926,4,14.1,5.2,0,68.8,NA,oxford
1926,5,15.1,6.6,0,79.5,NA,oxford
1926,6,18.8,9.4,0,61.9,NA,oxford
1926,7,21.6,12.9,0,67.6,NA,oxford
1926,8,21.6,12.1,0,30.2,NA,oxford
1926,9,19.6,11,0,35.7,NA,oxford
1926,10,12.6,4.5,7,55,NA,oxford
1926,11,10,3.6,5,113.5,NA,oxford
1926,12,6.9,1.3,10,11.3,NA,oxford
1927,1,7.8,1.8,7,60.6,NA,oxford
1927,2,7,1.3,12,97.9,NA,oxford
1927,3,11.5,4.4,1,60.4,NA,oxford
1927,4,13.1,4.5,1,44.1,NA,oxford
1927,5,17.7,6.8,1,21.4,NA,oxford
1927,6,17.9,8.8,0,81.1,NA,oxford
1927,7,19.6,12.6,0,78.4,NA,oxford
1927,8,20.1,12.2,0,105.4,NA,oxford
1927,9,16.4,9.6,0,133.8,NA,oxford
1927,10,15,6.8,0,48.1,NA,oxford
1927,11,9.5,3.5,8,67.1,NA,oxford
1927,12,4,0.3,12,87,NA,oxford
1928,1,9,2.2,3,97.3,NA,oxford
1928,2,10.3,2.2,7,44.9,NA,oxford
1928,3,10.6,3.4,6,39,NA,oxford
1928,4,13,4.5,3,22.5,NA,oxford
1928,5,16.5,6.4,1,14.8,NA,oxford
1928,6,18.6,9.1,0,45.1,NA,oxford
1928,7,23.3,12.4,0,48,NA,oxford
1928,8,20.2,11.7,0,33.3,NA,oxford
1928,9,19.2,7.9,0,16,NA,oxford
1928,10,14.8,6.8,1,83.9,NA,oxford
1928,11,11.5,4.6,2,70.8,NA,oxford
1928,12,6.6,0.4,9,55.8,NA,oxford
1929,1,3.7,-1.1,21,29.8,43.8,oxford
1929,2,3.3,-3,19,14.1,60.5,oxford
1929,3,12.9,-0.1,17,1.4,190.2,oxford
1929,4,11.8,2.5,6,34.3,144.7,oxford
1929,5,17.1,6.4,2,28.4,240.9,oxford
1929,6,18.9,8.9,0,24.3,210.3,oxford
1929,7,22.7,11.2,0,34.8,219.7,oxford
1929,8,21.2,11.6,0,25.4,176.3,oxford
1929,9,23.2,10.7,0,2.6,199.1,oxford
1929,10,14.1,6.3,2,77.7,109.2,oxford
1929,11,11,3.3,9,165.9,78.7,oxford
1929,12,9.2,3.4,5,131.7,67,oxford
1930,1,9,3.4,1,73,49.9,oxford
1930,2,5.4,0.3,13,13.7,54.3,oxford
1930,3,9.8,1.8,10,31,109.7,oxford
1930,4,12.5,5,1,55.1,102,oxford
1930,5,15.6,7,0,54.9,134.5,oxford
1930,6,21.1,10.8,0,20.1,211.2,oxford
1930,7,20.1,11.7,0,79.5,174.1,oxford
1930,8,21.2,12,0,51.9,207.5,oxford
1930,9,18,10.5,0,90.8,108.2,oxford
1930,10,14.6,7.5,0,32,113.5,oxford
1930,11,10.2,2.8,8,106.1,68.7,oxford
1930,12,7,1.9,9,76.8,23.3,oxford
1931,1,6.5,0.8,14,36.2,63.7,oxford
1931,2,7.4,1.3,6,43.7,72,oxford
1931,3,9.2,0.3,16,3.7,142.3,oxford
1931,4,11.8,4.7,0,75.8,93.5,oxford
1931,5,16.1,7.8,0,72.8,150.1,oxford
1931,6,19.5,11,0,89.7,158.7,oxford
1931,7,19.6,12.1,0,80.6,127.9,oxford
1931,8,19.1,11.2,0,90.4,135.5,oxford
1931,9,15.7,8.3,0,62.9,92.3,oxford
1931,10,13.4,5.2,8,18.1,102.5,oxford
1931,11,11,5.1,1,90.6,62.4,oxford
1931,12,7.8,2.8,6,28.8,38.5,oxford
1932,1,9.4,3.5,5,38.3,51,oxford
1932,2,5.8,-0.4,17,3.5,57.9,oxford
1932,3,9.6,0.4,15,54.4,133.4,oxford
1932,4,11.3,3.8,1,62.1,110.9,oxford
1932,5,14.8,7.5,0,139.1,112.4,oxford
1932,6,19.2,9.5,0,14.6,199.3,oxford
1932,7,20.6,12.7,0,61.6,124,oxford
1932,8,22.9,13.6,0,64.7,178.3,oxford
1932,9,17.7,9.7,0,66,102.1,oxford
1932,10,13.1,5.9,1,120.8,100.7,oxford
1932,11,9.6,4,1,31.5,55.7,oxford
1932,12,8.2,3.5,4,17.7,58,oxford
1933,1,5.3,-0.7,19,44.5,69.5,oxford
1933,2,7.9,1.4,14,88.6,94.3,oxford
1933,3,12.9,3.3,4,60.6,187.6,oxford
1933,4,14.4,4.5,2,25.3,152.5,oxford
1933,5,17.7,8.1,0,44.9,170.2,oxford
1933,6,21.4,10.6,0,34.1,226.9,oxford
1933,7,23.9,13.6,0,47.5,237.6,oxford
1933,8,24.6,12.7,0,20.5,242.7,oxford
1933,9,20.6,10.7,0,52.8,177.3,oxford
1933,10,14,6.7,1,36.3,101.3,oxford
1933,11,8.8,2.8,6,28.5,53.9,oxford
1933,12,3.5,-0.7,16,7.8,59,oxford
1934,1,7.5,0.6,12,47.8,65.9,oxford
1934,2,7.5,-0.5,14,7.7,96.6,oxford
1934,3,9.6,1.3,8,45.2,122.5,oxford
1934,4,12.7,4.5,3,53,124.9,oxford
1934,5,17.6,6.9,0,18,216.3,oxford
1934,6,21.1,10.6,0,36.6,192.7,oxford
1934,7,25.3,12.9,0,24,269.3,oxford
1934,8,21.1,11.4,0,46.2,184.9,oxford
1934,9,20.2,10.7,0,61.4,149.1,oxford
1934,10,14.5,7.6,1,34.9,81.5,oxford
1934,11,9.3,3.9,3,41.4,48.7,oxford
1934,12,10.5,5.9,0,142.2,31.3,oxford
1935,1,7.3,2.5,5,13.9,48.1,oxford
1935,2,9.3,2.9,4,52,62,oxford
1935,3,11.1,2.8,6,11.4,121.5,oxford
1935,4,12.6,4.4,3,91.8,127.3,oxford
1935,5,15.1,5.4,2,35.9,188.5,oxford
1935,6,20,11.2,0,114.6,196.3,oxford
1935,7,23.9,12.7,0,12.9,274.3,oxford
1935,8,23.4,12.1,0,45.3,199.9,oxford
1935,9,18.7,10.2,0,116.3,144.7,oxford
1935,10,14,6.1,3,94.9,102.6,oxford
1935,11,10.4,4.3,2,103.1,65.4,oxford
1935,12,5.6,0.9,12,78.8,48.9,oxford
1936,1,7.2,1.7,12,80.3,43.4,oxford
1936,2,6.2,-0.3,15,39.6,89.2,oxford
1936,3,11,4.1,4,46.5,71.4,oxford
1936,4,10.7,2.9,4,41.8,133.2,oxford
1936,5,17.1,6.8,0,10.7,179.5,oxford
1936,6,20,10.6,0,91.6,166.2,oxford
1936,7,19.6,12,0,87.1,119.2,oxford
1936,8,22.2,11.7,0,21,184.7,oxford
1936,9,18.7,11.3,0,83.7,79.3,oxford
1936,10,13.8,5.2,0,33.6,103.1,oxford
1936,11,9,2.2,10,67.7,48.9,oxford
1936,12,8.5,2.2,8,50.7,62.3,oxford
1937,1,8.4,2.5,6,84.8,50.9,oxford
1937,2,9.5,3.5,2,120.3,66.6,oxford
1937,3,7.7,0.8,12,77.5,99.7,oxford
1937,4,13.5,5.8,1,66.9,103.1,oxford
1937,5,17.5,8.2,0,66.7,185,oxford
1937,6,20,10,0,39.8,181.3,oxford
1937,7,21.2,12.6,0,35.2,140.1,oxford
1937,8,23.6,12.5,0,11.2,202.3,oxford
1937,9,19.3,9.1,0,50.4,143,oxford
1937,10,14.8,7.2,0,68.6,79.1,oxford
1937,11,8.6,1.6,11,31,65.9,oxford
1937,12,6,0.7,14,48.5,41.2,oxford
1938,1,8.8,3.4,0,67.3,41.2,oxford
1938,2,8.2,2,6,21.3,66.9,oxford
1938,3,15.5,4.3,5,8.9,172.3,oxford
1938,4,13,2.5,5,2.7,180.9,oxford
1938,5,15.9,6.5,1,50.1,144.9,oxford
1938,6,20.3,10.8,0,24.3,190.6,oxford
1938,7,21,11.7,0,30.4,133.5,oxford
1938,8,21.9,12.6,0,91.8,151.3,oxford
1938,9,19,10.1,0,54.5,110.9,oxford
1938,10,14.7,7.1,0,72,118.1,oxford
1938,11,12.9,6.9,0,80.6,70,oxford
1938,12,7.2,1.5,11,73.5,52.4,oxford
1939,1,7.4,2.3,6,113,46.4,oxford
1939,2,9.5,2.8,4,26.6,104.9,oxford
1939,3,9.6,2.8,4,40,86.2,oxford
1939,4,14.1,4.9,1,76.8,171.7,oxford
1939,5,16.3,7.3,0,30.1,184.9,oxford
1939,6,19.5,9.7,0,49.9,227.9,oxford
1939,7,19.8,12.1,0,106.2,139.7,oxford
1939,8,21.5,12.4,0,42.6,153.7,oxford
1939,9,19.3,10.8,0,13.8,147,oxford
1939,10,12.5,5.2,0,134,94.3,oxford
1939,11,12.3,6.5,0,104.3,41.1,oxford
1939,12,5.6,0.6,11,36.3,46,oxford
1940,1,1.9,-4.6,26,74.2,83.1,oxford
1940,2,5.6,0.2,13,55.8,22.8,oxford
1940,3,10.8,2.5,7,64.3,128.3,oxford
1940,4,13.9,5,5,45.2,118.1,oxford
1940,5,18.6,7.8,0,38,215.4,oxford
1940,6,22.6,11.1,0,15.3,273.4,oxford
1940,7,20.5,11.1,0,61,165.1,oxford
1940,8,22.1,11.1,0,1.8,199.5,oxford
1940,9,19.2,8.6,0,24.1,179.5,oxford
1940,10,13.9,6,1,67.1,95.5,oxford
1940,11,10.3,4.3,2,175.5,76.8,oxford
1940,12,6.6,0.8,11,32.8,46.5,oxford
1941,1,3,-1.2,17,64.4,41.7,oxford
1941,2,7.3,1.3,11,63.9,67.9,oxford
1941,3,9.4,1.4,10,64.5,118.7,oxford
1941,4,11.2,3.1,3,26.3,106.9,oxford
1941,5,14.1,5,5,43.7,141.9,oxford
1941,6,21,10.9,0,52.9,210.3,oxford
1941,7,23.6,13.1,0,112.7,227.5,oxford
1941,8,19.3,11.3,0,85.1,163.7,oxford
1941,9,19,10.4,0,10.6,123.7,oxford
1941,10,14.7,6.4,0,28.8,120.2,oxford
1941,11,10,4.2,2,66.6,47.1,oxford
1941,12,8.3,2.7,6,29.8,46.9,oxford
1942,1,3.5,-2,20,87.5,45.1,oxford
1942,2,2.8,-2.6,25,16.8,53.9,oxford
1942,3,9.4,1.9,9,60.3,69.4,oxford
1942,4,14.3,5.1,0,26,202.5,oxford
1942,5,16.8,6.8,0,78.8,209.4,oxford
1942,6,21.5,9.5,0,4.1,234,oxford
1942,7,20.9,11.8,0,46.8,150.1,oxford
1942,8,21.8,12.8,0,94.2,132.7,oxford
1942,9,18.6,10,0,28.4,124.5,oxford
1942,10,14.6,7.3,0,89.4,84.6,oxford
1942,11,8.4,1.9,6,50,57.8,oxford
1942,12,9.4,4.7,2,85.9,51,oxford
1943,1,8.3,2.9,7,96.5,54.7,oxford
1943,2,9.5,2.7,3,23.7,79.3,oxford
1943,3,11.7,2.2,8,19.6,132.9,oxford
1943,4,16.2,6.9,0,25.7,166.6,oxford
1943,5,18.2,7.7,0,57.4,244.1,oxford
1943,6,20.1,10.3,0,43,192.9,oxford
1943,7,23,11.9,0,25,196.7,oxford
1943,8,21.8,12.4,0,56.9,178.3,oxford
1943,9,18.8,9.2,0,44,142.5,oxford
1943,10,15,6.8,0,62,84.9,oxford
1943,11,9.6,3.1,5,35.1,72.3,oxford
1943,12,6.3,0.7,12,26,49.5,oxford
